F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_423.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_423.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_423.jpg,-0.5500001,1,0,23.28613
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_493.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_493.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_493.jpg,0,1,0,23.89751
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_559.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_559.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_559.jpg,0,1,0,24.43703
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_629.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_629.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_629.jpg,0,1,0,25.19257
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_701.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_701.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_701.jpg,0,1,0,25.76396
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_770.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_770.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_770.jpg,-0.2,1,0,26.51401
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_837.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_837.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_837.jpg,-0.35,1,0,27.032
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_905.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_905.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_905.jpg,-0.5500001,1,0,27.6412
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_40_976.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_40_976.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_40_976.jpg,0,1,0,28.17302
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_045.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_045.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_045.jpg,0,1,0,28.72005
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_115.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_115.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_115.jpg,0,1,0,29.45343
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_186.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_186.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_186.jpg,-0.2,1,0,30.17242
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_258.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_258.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_258.jpg,-0.35,1,0,30.16664
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_330.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_330.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_330.jpg,0,1,0,30.18941
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_398.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_398.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_398.jpg,0,1,0,30.18997
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_467.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_467.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_467.jpg,-0.15,1,0,30.18627
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_535.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_535.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_535.jpg,-0.3,1,0,30.17158
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_604.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_604.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_604.jpg,0,1,0,30.18898
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_673.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_673.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_673.jpg,0,1,0,30.19011
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_744.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_744.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_744.jpg,-0.1,1,0,30.1889
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_814.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_814.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_814.jpg,-0.3,1,0,30.1713
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_882.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_882.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_882.jpg,-0.45,1,0,30.1529
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_41_951.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_41_951.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_41_951.jpg,-0.6500001,1,0,30.12792
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_021.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_021.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_021.jpg,0,1,0,30.16564
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_091.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_091.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_091.jpg,0,1,0,30.18365
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_160.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_160.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_160.jpg,0,1,0,30.18864
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_233.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_233.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_233.jpg,0,1,0,30.19004
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_300.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_300.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_300.jpg,0,1,0,30.19027
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_373.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_373.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_373.jpg,0,1,0,30.19028
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_444.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_444.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_444.jpg,0,1,0,30.19028
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_515.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_515.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_515.jpg,0,1,0,30.19029
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_584.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_584.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_584.jpg,0,1,0,30.18975
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_655.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_655.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_655.jpg,0,1,0,30.19029
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_728.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_728.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_728.jpg,-0.1,1,0,30.18759
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_800.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_800.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_800.jpg,-0.25,1,0,30.17435
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_873.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_873.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_873.jpg,0,1,0,30.19022
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_42_941.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_42_941.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_42_941.jpg,0,1,0,30.19017
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_014.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_014.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_014.jpg,0,1,0,30.19027
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_084.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_084.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_084.jpg,0,1,0,30.1903
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_151.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_151.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_151.jpg,-0.2,1,0,30.18034
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_224.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_224.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_224.jpg,-0.35,1,0,30.16393
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_298.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_298.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_298.jpg,0,1,0,30.18955
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_371.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_371.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_371.jpg,0,1,0,30.19025
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_439.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_439.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_439.jpg,-0.1,1,0,30.18886
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_508.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_508.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_508.jpg,0,1,0,30.19001
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_582.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_582.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_582.jpg,0,1,0,30.19063
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_653.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_653.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_653.jpg,0,1,0,30.19032
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_720.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_720.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_720.jpg,0,1,0,30.1903
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_790.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_790.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_790.jpg,0,1,0,30.19028
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_859.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_859.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_859.jpg,-0.1,1,0,30.18779
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_43_929.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_43_929.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_43_929.jpg,-0.3,1,0,30.16935
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_44_001.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_44_001.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_44_001.jpg,0,1,0,30.18888
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_44_069.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_44_069.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_44_069.jpg,-0.05,1,0,30.19008
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_44_141.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_44_141.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_44_141.jpg,-0.2,1,0,30.18227
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_44_209.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_44_209.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_44_209.jpg,0,1,0,30.18937
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_44_282.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_44_282.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_44_282.jpg,0,1,0,30.19025
F:\Brian\Code\MachineLearning_TermProject\data\IMG\center_2018_12_10_03_34_44_356.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\left_2018_12_10_03_34_44_356.jpg,F:\Brian\Code\MachineLearning_TermProject\data\IMG\right_2018_12_10_03_34_44_356.jpg,-0.2,1,0,30.18199
